content,score,label
"mahal doang tp aplikasi jelek! mau buka buat belajar di BA/rumah sering eror, ngehang, ga bisa di buka!! mana kunci jawaban drill, kuis, post test sering salah! tidak keren",1,Negatif
mantep,5,Positif
"pembelajaran jadi lebih mudah dan gampang bahkan psetelah menjawab soal ada pembahasannya, pembahasannya pun sangat detail, jelas, dan mudah di pahami",5,Positif
"Menurut saya coba fitur peringkatnya itu bisa dipencet dan dilihat, sehingga para pengguna bisa semangat mengejar poin dengan drill soal, krnaa antusias melihat peringkat dan nama pengguna lain (seperti aplikasi sebelah)",5,Positif
dakenak masih masukin nomor hp,1,Negatif
pendidikan,5,Positif
anak bisa lebih mudah memahami belajar,4,Positif
"damn ini aplikasi berguna banget buat para pelajar seperti saya, mau latihan soal ada.. mau belajar ada... mau video yang interaktif ada... mau ujian dan mau pake ruangguru?100% Recomended, dengan harga juga yang sangat terjangkau 😁👍👍",5,Positif
"Cocok untuk para pelajar, dan mudah di pahami",5,Positif
"aplikasi jelek, ga bisa loginn malah minta di perbatui trus GAK KEPAKEE!!",1,Negatif
ruang guru the best emang best seller,5,Positif
aku cepat pahamm,5,Positif
annoying banget org ruang guru nelfonin buat apasihh?hahh?,1,Negatif
"apk nya sering keluar terus, ga jelas juga jadi ga lancar belajarnya mohon di benarkan lagi padahal udah di uninstall terus di instal lagi tetep aja begitu jaringan juga bagus padahal tapi kok begitu ya aneh",1,Negatif
git gud,5,Positif
"woww ini keren bangett gilaaaa. selama ini aku cari guru les buat aku dan ga nemu, akhirnya aku mutusin buat instal apk ini dan boom, kerenn banget, sebelumnya aku tau apk ini dari lama tapi gamau nyoba takut ngebosenin, tapi ada temenku yg nyaranin ternyataa aku cocok juga dong!! di sini tuh lengkap bangett mulai dari materi, soal latihan dan pembahasan, pake ada poin+misi nya segalaa jadi seruu kalau belajar. visualnya bagus, materinya gampang dimengerti, ga bikin bosen samsek! bljr jadi seru",5,Positif
bagus untuk pembelajaran sebelum ujian atau Lomba,5,Positif
sangat bermanfaat sekalii🫶🏻💗,5,Positif
seneng deh bisa cepat faham dengan apa yg dijelaskan,5,Positif
bantu belajar akuu dari SMP semasa covid ⭐️,5,Positif
aplikasinya bagus untuk yang mau belajar tapi males nulis jadi ini bagus banget,5,Positif
"error gajelas bgt suka muncul kode error padahal wifi bagus apk juga ga ada yang bermasalah,cuman ini yang suka bikin kesel dulu ga terlalu sering error sekarang dikit dikit baper aplikasinya, udah mending ku kasih bintang 3 , tapi karena apknya baperan jadi 2",2,Negatif
orang orangnya ngechat mulu,1,Negatif
seru bagus dan mudah kuis nya👍,5,Positif
"sekarang susah kalo mau login malah keluar' trus,ku kira awalnya kena hp nya ternyata emng karna aplikasinya ,bukan karna internet nya TPI emng aplikasinya ,masak mau belajar hrus yang di hapus donlod lagi login lagi gmna critnya",2,Negatif
"aplikasi nya sering ngelag dan susah dibuka🫠, pdahal jaringan sudah lancar tapi masiihh aja ga bisa dibuka, udh di coba berkali kali pun gabisa, n ini bukan cuman aku aja yg ngerasain tapi semua temen les ku jg ngerasain jg. tolong dibenerin ya apk nya biar orang mau belajar jg enak",1,Negatif
pembantu untuk belajar,5,Positif
Ruangguru ini tadi saya bisa buka tapi pas saya buka lagi engga bisa.🙏 saya engga tau itu kenapa tapi ruangguru dapat bisa memperbaiki itu. ruangguru bagus loh tapi sayang ya kadang keluar sendiri sama engga bisa di buka lagi.😅,1,Negatif
sangat penting,5,Positif
sangat membantu untuk belajar dan banyak fitur fitur menarik,5,Positif
ini sangat memudahkan saya dalam belajar dan dalama mengerti pelajaran,5,Positif
"saran min kalo yang soal drill snbt kasih soal yang relevan dari taun"" sebelumnya dong agar punya gambaran untuk mengahadapi soal asli snbt-utbk. tq",3,Netral
"spam telepon+wa trus, dan itu nomer nya beda beda, kek maksa gtu promosinya",1,Negatif
aplikasi sering lemot,3,Netral
Oke,4,Positif
Saya ingin masuk ke video pembelajaran tapi keluar sendiri,1,Negatif
"Mohon maaf sebelumnya kak,tapi ini kok apk ny ga bisa dibuka ya padahal saya liat liat jaringan bagus, penyimpanan bagus,dan faktor lain mendukung.Tapi tetep g bisa,ini kenapa ya,saya mikir mikir terus........ And it turns out kuota ku yang gada🤣🙏🫰🏻",5,Positif
mantap ruang guru,5,Positif
karena harus bayar jadi plis jangan harus bayar,3,Netral
"bagus banget loh ya, Vdio nya muter terus katanyq rusak sistem🤭",1,Negatif
sangat membantu terima kasih,5,Positif
"aplikasinya ga nyaman banget. setiap masuk selalu minta update, bisa sampe 5 kali updatenya cuma buat akses fitur doang",1,Negatif
apik,5,Positif
"ruang belajar paling menarik, terbanyak bentuk tesnya dan ga buat ngantuk karena interaktif kebangetan",5,Positif
sukaaa mudahh diimengertii,5,Positif
GACOR,5,Positif
sering keluar tiba tiba,1,Negatif
mantapppp mudah dipahami,5,Positif
loading lama banget bg,1,Negatif
"bagus sekali tp,berbayar",5,Positif
Bagus bisa mendidik,5,Positif
aplikasi belajar yang menarik dan seru menghibur banget apalagi dapet ilmu,5,Positif
"video pembelajarannya sudah bagus banyak fitur latihan, hanya saja fitur smart schedul snbt ""Misi kamu mingu ini sedang disipkan"" terus, udah chat ke kaka konsultan katanya lagi ditanyakan ke tim ruangguru nya,setelah seminggu masih ngga ada kejelasan terakhir kali tanya lagi malah ngga di jawab",2,Negatif
"kok ruangguruku sering bgt eror? ini jg tmn belajar, susah bgt di hidupin kembali",3,Netral
"aplikasinya udah bagus menarik dan juga belajar nya lebih seru dan juga ada banyak fitur udah gitu ada avatar nya seru pokoknya udah gitu mt nya baik dan ramah pembahasan nya juga bagus tapi tolong jangan pembaruan mulu dan kadang rating mt nya eror dan pas post test ,kuis sendiri² dan cek konsep itu eror juga jadi ke kumpul padahal gak di pencet dan juga di drill ada soal yg salah dan di drill pembahasan nya gak benar dan malah disuruh tutup aplikasi atau tunggu mulu kalo bisa aku kasih 4,9",4,Positif
bikin gampang belajarnyaa🤍🤍,4,Positif
seru dan sangat lengkap materinya love banget,5,Positif
"aplikasinya sering crash, di pake drilling malah tiba tiba keluar. soalnya juga banyak yang error. padahal uda pake paket data (bukan wifi) tapi kalo lagi pembelajaran offline sering ngelag dan tiba tiba keluar dari aplikasi",2,Negatif
"maaf banget ya kak tapi SETIAP saya mau masuk aplikasi kenapa sering kali keluar tiba tiba, jaringan saya udah bagus, memori jugak aman,.... jadi nya sering kali ada kendala jadi gak bisa optimal belajar nya, saya udah langganan tapi susah juga jadi nya saya belajar ,kalo gitu apa guna nya saya berlangganan tolong lah kak di perbaiki, saya setres sendiri jadi nya karna keluar keluar tiba tiba terus!",1,Negatif
bagus bangettttttt🤩🤩🤩,5,Positif
bagus banget jadi mudah nangkep dan lebih berkembang semoga untuk kedepannya jadi lebih baik lagi,5,Positif
"Suka bangettt sama apk ruangguru, ngebuat ranking aku jadi naik drastiss",5,Positif
emang ajib sih.....,5,Positif
tolong diperbaiki lagi untuk sistem masuk aplikasinya saya selalu error,2,Negatif
fitur 'drill soal' pada paket ruang belajar nya sangat membantu saya dalam belajar... soalnya sangat2 banyak sekali untuk setiap sub bab.....,5,Positif
"Lebih cepat masuk ke otak apalagi yang ngajar soft spoken behh tambah jelass👏. Sukaa dehh, di sekolah gue gk ngerti samsek tapi pas coba belajar di sini langsung ""ternyata gk sesusah itu, otak gue aja yang nge-lag"". tapi kalau jawab kuis masih sering salah🤣",5,Positif
keren aplikasinya mantap,5,Positif
hmajajamanah susah dibuka,1,Negatif
"aplikasi yg ribet, betele tele, uninstall jauh lebih baik",1,Negatif
"aplikasinya tambah ngeleg, apalagi banyak fitur yang ditambah berbayar.",3,Netral
"setiap buka apk nya selaluuu ngelag, gapernah langsung lancar. Berkali"" buka tutup apk nya pun masih aja ngelag. Tolong ya dibenerin lagi, karena kalau agi belajar di bac center kelamaan buka aplikasinya",2,Negatif
"Saya sudah langganan 2 bulan, dan pas buka aplikasi saya keluar gitu 4 kali terus itu langsung masuk ke aplikasi, untuk Video pembelajaran enak sih dan juga BA nya, tetapi yang gak enak nya itu pas Drill soal dan Juga TO nya.Yang Drill soal itu pertanyaan nya sedikit kayak sudah dikerjakan terus muncul lagi,terus pertanyaan nya tidak sama dengan video pembelajaran yang kita lihat dan untuk TO nya itu Gratis kurang sih. Tolong dong kalau buat soal dibanyakin biar kita itu tahu kesalahanya apa.",4,Positif
cocok untuk belajar,5,Positif
keren tapi pet aku gak bisa di kasih makan,4,Positif
"aplikasi ga bisa di buka padahal sinyalnya juga udah kenceng,udah coba berbagai cara, udah hapus data hapus cache tetep ga bisa di buka, coba apk nya di hapus terus di download lagi tetep ga bisa, ini gimana mohon segera diperbaiki..mana udah langganan, di web juga ga lengkap fiturnya",1,Negatif
Malah keluar sendiri njir ga jelas,1,Negatif
"kenapa sekarang aplikasi ruangguru makin susah buat dibuka, setiap mau live teaching selalu aja update jadi ketinggalan live teaching nya gara² update terus, di tambah setiap quiz polingnya susah di tekan ngelag parah hasilnya gk dapat bintang dan jaringan juga aman aman aja kok, padahal dulu aman aja tapi sekarang jadi susah gitu",3,Netral
"penjelasan nya lebih mudah dipahami, dan sering ada quiz nya jadi cepet paham",5,Positif
"jujur aku suka banget sama cara ngajarnya ruang guru ini, tapi ga tau kenapa aplikasi nya selalu bikin emosi setiap hari entahlah ke lempar, poll ga keluar, kadang bahkan cuma mau masuk ruang belajar aja ga bisa :)",3,Netral
good job intinya,5,Positif
aplikasi nya udah bagus tapi mau belajar jadi susah karna disuruh berlangganan terus.,1,Negatif
"aplikasi ngelag banget buka dikit ngecrash harus restart hp, loading lama alesannya jaringan ngelag padahal jaringan aman aman aja sekedar mau buka soal atau liat materi aja susah, jadi males les sama ngerjain soal",1,Negatif
belajar jadi lebih menyenangkan keren banget,5,Positif
udah mahal aplikasi nya sering crash gak muncul apa' cuma putih doang materi video nya Majapahit lagi padahal grafik mentok,1,Negatif
APLIKASI MEMBANTU BANGET,5,Positif
SALUT DENGAN CARA MENGURAIKAN PENDEKATAN NYA,5,Positif
"ruangguru ini bagus sebenarnya, cuman lamban ya. Dan sering sekali tiba-tiba layar full putih, kalau loading juga lama sekalii. Kayak gini kadang bikin males belajar. GMW, SERING KELUAR SENDIRIII 😭😭",2,Negatif
"maaf ini kalau mau masuk ke apk nya lama banget, malah sampai gak bisa masuk masuk, kenapa ya?, buat fitur lainnya udah bagus membantu bangett",4,Positif
"keren, mudah dimengerti, seru. Gara -gara belajar di Ruangguru aku jadi lolos seleksi lomba",5,Positif
"Semenjak update jadi banyak error. Poling di LT ngga muncul, komen ilang, stars dari waktu belajar nggak dapet. Intinya nyebelin lah. Harusnya update tambah bagus dong. Tolong segera perbaiki. Kayak gini bikin sebel dan jadi malas belajar.",2,Negatif
"aplikasi nya bagus buat belajar tpi sayang nya banyak yang berbayar, kadang juga susah buat masuk, tpi tetep bagus dan bikin mudah mengerti",4,Positif
untuk belajar sangat bagus,5,Positif
"kenapa sering terjadi ya loading, saat belajar di penempat belajar sering terjadi pembayaran knp gk gratis ya? soal aku( kl 6 mau TKA kemampuan aka demi) kurang semangat belajar ya karena di paksa belanja jadi ruang guru jangan paksa orang sampe sejuta lagi, bingung mau belajar di aplikasi mana soal ya guru ku gk membantu 😩",2,Negatif
pelayanan jelek,1,Negatif
bagus banget 😭😭 aku download ini gara gara ada ujian seleksi OSN. di sekolah awalnya g paham tapi disini paham. untung aku download ini sebelumnya kalo g pasti otakku dah mumet,5,Positif
"maaf pihak developer dengan segala hormat tolong optimalisasi aplikasi ini, sudah pakai wifi yang baik dan bagus kendala sangat banyak, UI yang sering berubah ubah di bagian brain academy online, saat bimbel berlangsung. yang sering kali mendatang kan masalah dari pada benefit",3,Netral
aplikasi nya sangat bagus,5,Positif
Bagus aplikasinya sangat mudah untuk di pahami♥️,5,Positif
"sangat lelet, ngelaq terus.",3,Netral
"susah sekali untuk masuk,minta bantuan tak ada respon",1,Negatif
Aplikasi setiap hari update homepage untuk HP ram kecil sangat berat sekali.,3,Netral
slow respon banget admin Wa nya udah bayar 8jt untuk masuk bac tapi kelakuan adminya kek gitu,1,Negatif
bagua banget,5,Positif
Great! materinya mudah di mengerti!!!,5,Positif
"Saya suka vidio pembelajarannya yang mudah dimengerti, aplikasi bimbel ini sangat membantu dan banyak fitur menarik. Sangat disayangkan sering terjadi bug, Fitur aplikasi tidak berfungsi sebagaimana mestinya. padahal kondisi jaringan internet saya stabil.",3,Netral
"NI APL BAGUS BGT SIHHH 😭🫵🏻✨️💗, lengkap bgt !!! ada misi harian, ada video penjelasan mana penjelasannya lengkap bgt gilee, terus ada latihan soal yang gampang tapi menjanjikan kita buat bisa ngerjain, dan yang paling asik tuh ada STREAK 🔥, tenang kalo streaknya mati gaperlu ngisi token wkwk😭🫵🏻, Dengan ini saya nobatkan APL PALING WORTH IT SEDUNIA 👑💫✨️",5,Positif
"Sekarang aplikasi nya lag parah, setiap lt selalu aja ada gangguan nya entah quiz yang ga muncul, susah di pencet, suara nya ilang, dan banyak lagi. Saya secara pribadi belum tentu bisa bilang kalau aplikasi ini bagus atau buruk karena di masa yang sebelum nya hal ini hampir tidak pernah terjadi paling paling hanya saat star yang tidak muncul. Entah karena sudah banyak yang memakai jadi beban aplikasi menjadi lebih berat atau memang karena aplikasi itu sendiri saya tidak tahu.",3,Netral
mashaallah tabarakallah aplikasi ini membantu saya untuk belajar 🙌,5,Positif
sangat membantu dalam belajar,5,Positif
agak ngelek sikit,4,Positif
bagus karena mudah difahami,4,Positif
membantu👍,5,Positif
"diawal ngelag terus lamat banget loadingnya, materi kurang dalam, jawaban soal banyak yang salah, padahal maksudnya biar belajarnya lebih dalam malah lebih dalam di sekolah, untuk level SMP aplikasi ini cocok untuk anak negeri yang materinya gak sedalam siswa swasta, gak worth it sih untuk harga yang nyaris sejuta untuk aplikasi ruang belajar aja.",1,Negatif
sukakkk bgttt sama aplikasi ini! semenjak pakai ruangguru aku jdi lebih paham sama materi yg pernah diajari di sekolah,5,Positif
Ini itu aneh banget kok alu dongklod sampai 2 jam😁,1,Negatif
belajar jadi seru dan tambah semangat soalnya materi yang diberikan mudah dihapal,5,Positif
karena bisa mengajar kan kita,5,Positif
"terimakasih sudah memberikan tontonan yang seru, andai gw masih sekolah pasti langganan ruang guru si",5,Positif
"aneh banget, baru habis pendaftaran dan masuk malah keluar dari aplikasinya. pas masuk keluar lagi, gitu terus. mohon perbaiki yaaa",1,Negatif
"waww ini bgs bgt bisa membantu saya belajar dengan banyak latihan² soal ini jg bisa mengasah otak dgn berbagai latihan"" soal, thanks for apk ruangguru",5,Positif
bagus aku jadi tambah tahu ilmunya,5,Positif
ayo belajar di ruang guru harga nya terjangkau dan efisien,5,Positif
"Kemarin Saya MTK Saya Dapetnya Dibawah 30 Terus, Alhamdulillah Sekarang 100 Terus, MasyaAllah Terimakasih Ruangguru💯🔥🔥",5,Positif
"mending bayarnya pake web kaya aplikasi lain deh, jangan pake google play, fee nya mahal banget",1,Negatif
seru banget belajar di ruang gru ada hbis ada penjelasan langsung gamee🤭,5,Positif
vidio pembelajaran nya lebih banyak dan lebih spesifik poin penting saja dan pastinya gratis dan tolong tim Batur Luthfi menang 🔥🔥🔥🔥💪🙌🤲👍🏻🙏🏻👊🏻😭,5,Positif
"min...., applikasi nya gabisa di buka, setiap mau masuk ke applikasi nya tiba-tiba keluar sendiri 🥹.., sedih min...",2,Negatif
padahal udah langganan cuma ketika mau nonton video pembelajaran ketika bab ny di buka sering gaada videony kadang katanya eror atau ga materi sedang di siapkan padahal biasanya videony ada nnti klo udh bener ak ksi bintang 5 tapi saat ini 1 dulu mohon di bantu,1,Negatif
Toling perbaikin aplikasi karena terkadang tidak bisa masuk dari sistem ruang guru,3,Netral
bagus bangett🫶😆,5,Positif
"metode ngajarnya tuh bikin otak gampang nangkep ... yang awalnya disekolah nggak ngerti, bjlr di sini bikin ""oh, ternyata gampang, otakku aja yang ga connect"" and semoga ngebantu tingkatin rangking aku juga ;)",5,Positif
"Oke saya benar benar sangat mengapresiasi untuk ruangguru ⭐5 namun aplikasi ini dihp saya ko kadang sering error ya? Misalkan fitur adaptox yang error saat saya ingin memilih opsi lanjut atau pendalaman materi, sering sekali fitur tersebut tidak berfungsi dengan semestinya, malah mengarahkan untuk pengulangan vidio dari awal, dan juga untuk TO UTBK di saya, mengapa untuk mengscrolling soal-soalnya sering sekali tidak berfungsi, ini sangat menggangu kenyamanan saya saat TO, Terima kasih",5,Positif
recomen banget gilakk.. penjelasannya mudah di pahami dan interaktif.. best pokoknya,5,Positif
Aku jd ngerti tentang pelajaran klo liat videonya,5,Positif
gatau gimana makenya dan gunanya soalnya download ini cuma karna fomo😭,5,Positif
aplikasinya sangat bagus,5,Positif
bagus banget aku suka dong,5,Positif
tolong jangan spam🙏,1,Negatif
ini kenapa lama lama aplikasinya sulit sekali ya dibukanya pasti keluar lagi padahal Wifinya nggak ada masalah memori juga sudah dibersihkan tapi tetap susah di buka padahal mau belajar buat persiapan tka tolong diperbaiki,3,Netral
terimah kasih ruang guru berkat kamu saya bisa belajar dengan baik dengan fersi ku sendiri,5,Positif
bagusss banget,5,Positif
aplikasi ini bagus tapi saya sudah hapus aplikasi dan nomor ruang guru di WA saya tapi malah ada yang chat terus menerus jadi,1,Negatif
"aplikasi ini memang bagus, tetapi banyak masalah. Contohnya saya, tidak bisa membuka aplikasi dan disuruh update padahal sudah menggunakan versi terbaru. Sudah coba hapus data, hapus cache, dll tetapi sama saja. CSnya sangat kurang bagus karena hanya mempromosikan kode referralnya sendiri dan selalu mengalihkan topik dan tidak membantu sama sekali❗",1,Negatif
